SUID	shared name	id	type	entrezgene_id	ENSG_ID	hgnc_symbol	TiO2_24hrs_10_Caco2.logFC	TiO2_24hrs_10_Caco2.P.Value	TiO2_24hrs_100_Caco2.logFC	TiO2_24hrs_100_Caco2.P.Value	TiO2_24hrs_10_SAE.logFC	TiO2_24hrs_10_SAE.P.Value	TiO2_24hrs_100_SAE.logFC	TiO2_24hrs_100_SAE.P.Value	TiO2_24hrs_10_THP1.logFC	TiO2_24hrs_10_THP1.P.Value	TiO2_24hrs_100_THP1.logFC	TiO2_24hrs_100_THP1.P.Value	name	selected
1298	2665	2665	Gene	2665	ENSG00000057608	GDI2	-0.1094009	0.04824833	-0.06875555	0.184941	0.03325579	0.7479815	-0.07795102	0.457077	-0.1266712	0.2436496	-0.02372383	0.8204097	2665	FALSE
1299	10787	10787	Gene	10787	ENSG00000061676	NCKAP1	0.05065125	0.2621839	0.07795982	0.09876336	0.256666	0.04437808	0.3691423	0.008233168	0.3510735	0.1555216	0.890065	0.003501031	10787	FALSE
1300	5586	5586	Gene	5586	ENSG00000065243	PKN2	-0.1250224	0.08600726	-0.2211348	0.007769007	0.05408559	0.3936241	0.04939616	0.4344062	-0.03993795	0.6489496	-0.3668514	0.001955143	5586	FALSE
3348	54968	54968	Gene	54968	ENSG00000175606	TMEM70	-0.1010535	0.09397369	-0.1325275	0.03645592	-0.04697319	0.5583176	-0.01020392	0.8978953	0.0831979	0.3726675	0.2942513	0.009056711	54968	FALSE
3349	55101	55101	Gene	55101	ENSG00000105341	DMAC2	-0.0520594	0.2488147	0.01640171	0.706684	0.01967419	0.6930406	-0.04090899	0.4183261	0.01219272	0.8647258	0.2567961	0.005050353	55101	FALSE
3351	25880	25880	Gene	25880	ENSG00000184857	TMEM186	-0.2992021	0.006578019	-0.09666761	0.2853895	0.008891523	0.8773959	-0.0005656344	0.9921645	-0.1556914	0.2335796	0.1263804	0.326935	25880	FALSE
1303	4649	4649	Gene	4649	ENSG00000066933	MYO9A	0.08498349	0.3353737	0.09084	0.3049214	-0.125815	0.3828392	-0.2538716	0.09646618	0.1696507	0.23227	0.3124269	0.04281704	4649	FALSE
1304	5590	5590	Gene	5590	ENSG00000067606	PRKCZ	-0.002912031	0.9563843	-0.03612254	0.5030868	-0.2253918	0.0324212	-0.226056	0.03202382	-0.1345091	0.1816756	-0.1678591	0.1044027	5590	FALSE
1306	55746	55746	Gene	55746	ENSG00000069248	NUP133	-0.03397075	0.5461952	-0.04526264	0.4250693	-0.2394312	0.002821947	-0.1264228	0.06201422	-0.05727278	0.7578462	-0.02145646	0.9078256	55746	FALSE
1308	79658	79658	Gene	79658	ENSG00000071205	ARHGAP10	-0.1010042	0.08569387	-0.08850723	0.125068	-0.1391865	0.1606856	-0.0923831	0.3373416	0.005429629	0.947885	0.2679398	0.009086608	79658	FALSE
3356	6347	6347	Gene	6347	ENSG00000108691	CCL2	-0.0225097	0.7087818	0.008578567	0.8864201	0.2273418	0.03403559	0.4016112	0.001611019	0.2877781	0.1072161	2.013979	5.76346e-07	6347	FALSE
3357	83737	83737	Gene	83737	ENSG00000078747	ITCH	-0.1885684	0.004885994	-0.5034949	3.955915e-06	0.2132498	0.2628869	0.2804273	0.1503827	-0.4092993	0.01221888	0.1027278	0.452238	83737	FALSE
3358	51094	51094	Gene	51094	ENSG00000159346	ADIPOR1	-0.06630763	0.4677063	-0.004030327	0.9642466	0.1744473	0.008142687	0.163318	0.01154177	0.009165573	0.8780381	-0.01462474	0.8067682	51094	FALSE
1310	54820	54820	Gene	54820	ENSG00000072864	NDE1	-0.2046268	0.01729663	-0.311128	0.00166168	0.1092353	0.2639103	0.03696306	0.6965813	0.08607601	0.3600192	-0.1118543	0.2417471	54820	FALSE
3360	5562	5562	Gene	5562	ENSG00000132356	PRKAA1	0.134488	0.05701392	0.1896159	0.01323587	-0.07803778	0.3466951	-0.06156874	0.4536964	0.1126009	0.3734802	0.1929623	0.143135	5562	FALSE
3365	51422	51422	Gene	51422	ENSG00000106617	PRKAG2	-0.1951467	0.1234649	-0.03364058	0.7761705	-0.3699046	0.01984981	-0.1687416	0.2316818	0.1722819	0.212081	1.044984	2.005108e-05	51422	FALSE
3366	5571	5571	Gene	5571	ENSG00000181929	PRKAG1	-0.004998561	0.9345206	-0.002796769	0.96333	-0.3188901	0.009114944	-0.4740503	0.0007910853	-0.1913862	0.07908164	-0.1256842	0.2256532	5571	FALSE
3367	9370	9370	Gene	9370	ENSG00000181092	ADIPOQ	0.05055252	0.5407835	0.08171481	0.3309772	0.1113277	0.1674443	0.1580158	0.06146024	0.2498072	0.02391721	0.279583	0.01414523	9370	FALSE
3369	9021	9021	Gene	9021	ENSG00000184557	SOCS3	-0.01676267	0.7218145	0.006316266	0.8929425	0.1575802	0.01612329	0.1957774	0.005072222	-0.007610002	0.9158317	0.2046784	0.01707433	9021	FALSE
1322	10403	10403	Gene	10403	ENSG00000080986	NDC80	0.1021359	0.1531515	0.2113079	0.01037537	0.09510415	0.4035969	0.08090525	0.4750496	0.1194985	0.3246122	0.3678872	0.01079022	10403	FALSE
3370	4092	4092	Gene	4092	ENSG00000101665	SMAD7	-0.1133766	0.4016466	-0.1300721	0.3389697	-0.240757	0.02547278	-0.01680464	0.8569775	0.1664054	0.1206183	0.7458543	3.181293e-05	4092	FALSE
1323	7514	7514	Gene	7514	ENSG00000082898	XPO1	0.1173616	0.04142223	0.06838486	0.1993152	-0.1072077	0.1444166	-0.152715	0.04840451	0.1011114	0.2796457	-0.1900681	0.05897977	7514	FALSE
1324	81929	81929	Gene	81929	ENSG00000085415	SEH1L	-0.04823794	0.4093398	0.01174176	0.8378625	-0.1542237	0.03261352	-0.1574895	0.02985106	0.07797911	0.4152618	0.04349256	0.645164	81929	FALSE
1326	9183	9183	Gene	9183	ENSG00000086827	ZW10	0.1598911	0.00665999	0.09352455	0.07045799	-0.5272058	0.01378404	-0.4327547	0.03394015	-0.02354967	0.759706	0.03426796	0.6572404	9183	FALSE
3375	10062	10062	Gene	10062	ENSG00000025434	NR1H3	0.03674974	0.4994026	0.09015887	0.1183784	-0.2689282	0.06358336	-0.4526148	0.005938373	0.3964483	0.02557464	1.268211	1.358731e-05	10062	FALSE
3377	3570	3570	Gene	3570	ENSG00000160712	IL6R	-0.2647523	0.03899093	-1.011902	7.039171e-06	0.5273453	0.1054165	0.5810258	0.07852141	-0.7875949	0.1277126	-1.887436	0.003053398	3570	FALSE
1330	332	332	Gene	332	ENSG00000089685	BIRC5	-0.04263121	0.4911737	0.07553706	0.2354154	-0.09964238	0.1382955	-0.1848049	0.0142082	0.03608302	0.6203858	0.2482848	0.006501134	332	FALSE
3380	79602	79602	Gene	79602	ENSG00000006831	ADIPOR2	-0.0616239	0.2557256	-0.07583614	0.169474	-0.04864574	0.56344	-0.2208237	0.02287329	-0.01083256	0.8923196	0.1242687	0.1448427	79602	FALSE
3382	81671	81671	Gene	81671	ENSG00000062716	VMP1	-0.01526927	0.7067272	0.02844514	0.4876969	0.0496892	0.3507716	0.1104015	0.05587572	-0.09061505	0.3890227	-0.2949639	0.01644266	81671	FALSE
1337	4627	4627	Gene	4627	ENSG00000100345	MYH9	0.2026001	0.08944718	0.142871	0.2124249	0.2670141	0.002615368	0.2541043	0.003546848	-0.2527692	0.1065668	-0.6476512	0.001323268	4627	FALSE
3385	1965	1965	Gene	1965	ENSG00000134001	EIF2S1	0.00287451	0.9465319	-0.01122336	0.7938184	-0.08178814	0.3725332	-0.03206468	0.7216577	0.02241653	0.8031347	0.2368675	0.02403163	1965	FALSE
3386	2931	2931	Gene	2931	ENSG00000105723	GSK3A	-0.01892665	0.793051	-0.05800319	0.4289517	0.1885114	0.01276273	0.2358222	0.003686434	0.06348278	0.5874202	0.1228757	0.304536	2931	FALSE
1339	5905	5905	Gene	5905	ENSG00000100401	RANGAP1	-0.02633763	0.680469	-0.07940962	0.2316126	-0.0008546299	0.9891157	0.04876505	0.4438576	0.1027241	0.4086757	0.3722947	0.01201705	5905	FALSE
1341	81027	81027	Gene	81027	ENSG00000101162	TUBB1	0.07544629	0.2552654	0.05009846	0.4405516	0.06980908	0.4125964	0.1020994	0.2402241	-0.008690359	0.9143822	0.1789007	0.04906321	81027	FALSE
1342	22919	22919	Gene	22919	ENSG00000101367	MAPRE1	-0.05111169	0.3802534	-0.03884569	0.5008743	-0.1290393	0.1544195	-0.2790012	0.008076166	-0.06637863	0.6561168	0.1043961	0.4873933	22919	FALSE
1345	2491	2491	Gene	2491	ENSG00000102384	CENPI	0.09919116	0.1165085	0.07329675	0.2314823	-0.2742894	0.03885026	-0.04972955	0.6732026	0.02648021	0.6547986	-0.02583369	0.6626103	2491	FALSE
1346	8874	8874	Gene	8874	ENSG00000102606	ARHGEF7	0.0105391	0.8748383	0.01144351	0.8642151	-0.1435639	0.02664123	-0.2124142	0.003429425	-0.03834208	0.6247015	0.09809147	0.2274618	8874	FALSE
1347	80152	80152	Gene	80152	ENSG00000102901	CENPT	0.03458423	0.5179169	-0.01814712	0.7321503	-0.189062	0.1980613	-0.3595483	0.02631325	-0.03246921	0.7337648	0.1426811	0.1577049	80152	FALSE
1351	64130	64130	Gene	64130	ENSG00000104863	LIN7B	-0.04350491	0.5680692	-0.01655094	0.8266784	-0.2504219	0.04604356	-0.2789822	0.02975383	-0.1112876	0.1075899	-0.07566793	0.2551154	64130	FALSE
1358	8976	8976	Gene	8976	ENSG00000106299	WASL	-0.07620939	0.09083863	-0.1155374	0.01847683	0.1056587	0.07256399	0.2926407	0.0002894211	-0.00576888	0.933272	0.001837866	0.9787153	8976	FALSE
1362	5216	5216	Gene	5216	ENSG00000108518	PFN1	0.2993887	0.002885022	0.4684006	0.0001355226	0.38998	0.01245938	0.2406294	0.08813699	-0.06729285	0.5799929	-0.1914679	0.1370131	5216	FALSE
1363	9828	9828	Gene	9828	ENSG00000110237	ARHGEF17	0.0198353	0.684887	0.0559376	0.2674344	-0.1819434	0.06856495	-0.2410746	0.02258213	0.08122234	0.29519	0.01706875	0.8204978	9828	FALSE
1364	4928	4928	Gene	4928	ENSG00000110713	NUP98	0.1383458	0.08971344	0.1367593	0.09289219	-0.1342309	0.1365898	-0.1003833	0.2531155	0.00183388	0.9815207	0.2485886	0.01046043	4928	FALSE
1367	57122	57122	Gene	57122	ENSG00000111581	NUP107	0.1389716	0.06045071	0.1055566	0.1375453	-0.1931936	0.02300056	-0.2247844	0.01102493	0.1593493	0.4720318	0.3492233	0.1345266	57122	FALSE
1368	8936	8936	Gene	8936	ENSG00000112290	WASF1	-0.08719582	0.4408592	0.08374363	0.4585706	0.2439282	0.1034421	0.185401	0.2022898	0.309151	0.04364722	0.5748505	0.00184322	8936	FALSE
1369	1894	1894	Gene	1894	ENSG00000114346	ECT2	0.1842835	0.01709543	0.2064798	0.009699759	0.2839161	0.03314492	0.279363	0.03543241	0.08731948	0.6526204	0.6659156	0.006291606	1894	FALSE
1373	1058	1058	Gene	1058	ENSG00000115163	CENPA	0.09614136	0.09697993	0.1203276	0.04561886	-0.02732868	0.5907975	0.03850176	0.452263	-0.09013947	0.2564642	0.003471692	0.9637828	1058	FALSE
1378	991	991	Gene	991	ENSG00000117399	CDC20	0.1176028	0.1749766	0.2214393	0.02168338	-0.1079474	0.439073	-0.2820138	0.06279023	-0.004646411	0.9795496	0.5202335	0.01633335	991	FALSE
1379	25936	25936	Gene	25936	ENSG00000117697	NSL1	-0.03657953	0.3555855	-0.09746805	0.02901472	0.03280379	0.7526235	0.06652978	0.5261955	-0.08304667	0.3816177	-0.1136735	0.2397249	25936	FALSE
1383	23433	23433	Gene	23433	ENSG00000119729	RHOQ	-0.3249319	0.02667751	-0.5851295	0.001027326	0.3506612	0.01432088	0.3075046	0.02645866	-0.07212189	0.5617873	-0.1699477	0.189616	23433	FALSE
1387	81930	81930	Gene	81930	ENSG00000121621	KIF18A	0.1746515	0.1879031	-0.05679448	0.6540585	-0.3071252	0.01695981	0.06959253	0.5271254	0.02831454	0.6920711	0.03251699	0.6497095	81930	FALSE
1389	4952	4952	Gene	4952	ENSG00000122126	OCRL	0.03175349	0.5723721	0.02931768	0.6016973	-0.09778293	0.1213411	-0.121647	0.06193603	0.1199594	0.286272	0.2404198	0.04936007	4952	FALSE
1392	11113	11113	Gene	11113	ENSG00000122966	CIT	0.09341271	0.4171943	0.04571722	0.6870355	-0.09930752	0.4103773	-0.1903646	0.1316739	0.06888985	0.3194971	0.1543313	0.04271646	11113	FALSE
1393	5585	5585	Gene	5585	ENSG00000123143	PKN1	0.008489422	0.9138845	0.1143787	0.1682905	0.05210635	0.753869	-0.09479701	0.5708022	-0.373059	0.02456737	-0.08944052	0.5336772	5585	FALSE
1396	3071	3071	Gene	3071	ENSG00000123338	NCKAP1L	0.02167937	0.6996843	0.05195206	0.364778	0.1517605	0.02083924	0.09586483	0.1122817	-0.3185092	0.04078384	-0.6925264	0.0005827982	3071	FALSE
1401	8970	8970	Gene	8970	ENSG00000124635	HIST1H2BJ	0.1521059	0.2480858	0.08202201	0.5220995	0.01803211	0.896804	0.01052672	0.9396267	-0.08471364	0.3306689	-0.1948738	0.042379	8970	FALSE
1403	9322	9322	Gene	9322	ENSG00000125733	TRIP10	0.102921	0.2467437	0.1682338	0.07355698	0.1001216	0.5090638	-0.1234722	0.4183545	0.06484467	0.5459584	0.6292531	0.0001879187	9322	FALSE
1404	3831	3831	Gene	3831	ENSG00000126214	KLC1	-0.01452848	0.8762294	-0.04426445	0.6370756	-0.1027076	0.159806	-0.1537344	0.04705182	0.005088198	0.9382988	-0.001623981	0.9802863	3831	FALSE
1406	3895	3895	Gene	3895	ENSG00000126777	KTN1	-0.02039857	0.8148517	-0.1863636	0.0551098	0.1637785	0.1001511	0.2371252	0.02602684	-0.04262357	0.7383805	-0.3230954	0.02837132	3895	FALSE
1410	5300	5300	Gene	5300	ENSG00000127445	PIN1	-0.02623203	0.7335884	0.186427	0.03416594	-0.01948438	0.7989201	-0.1187536	0.143346	-0.007515075	0.9445307	-0.1971286	0.09352729	5300	FALSE
1411	7277	7277	Gene	7277	ENSG00000127824	TUBA4A	0.03864052	0.3899076	0.1059238	0.03524694	0.1243396	0.2071136	0.391347	0.001917197	-0.4073995	0.07334841	-0.7749779	0.00391497	7277	FALSE
1412	1123	1123	Gene	1123	ENSG00000128656	CHN1	0.04482193	0.5869853	0.08772761	0.2988624	-0.3600191	0.001646484	-0.288793	0.006304739	0.1400659	0.1645964	0.2104102	0.04924848	1123	FALSE
1413	58504	58504	Gene	58504	ENSG00000128805	ARHGAP22	-0.1792132	0.002870472	-0.1927743	0.00182405	-0.007075945	0.9121582	-0.09033914	0.1805692	0.05349303	0.5538739	0.01648375	0.8539185	58504	FALSE
1415	9754	9754	Gene	9754	ENSG00000130052	STARD8	0.08482122	0.1367928	0.01290723	0.8092462	-0.005723805	0.9357066	-0.06409929	0.3767528	-0.1788662	0.3128872	-0.3915788	0.04414442	9754	FALSE
1417	27237	27237	Gene	27237	ENSG00000130762	ARHGEF16	0.08825552	0.4719581	0.3020471	0.03024818	0.1729545	0.03872663	-0.05305933	0.4790904	-0.01354037	0.8820657	-0.01237589	0.8921319	27237	FALSE
1418	6249	6249	Gene	6249	ENSG00000130779	CLIP1	0.2797708	0.007848081	0.2191452	0.02582395	-0.05380834	0.3287419	-0.06152005	0.2678821	0.1118207	0.5201209	-0.05479037	0.7504434	6249	FALSE
1419	23229	23229	Gene	23229	ENSG00000131089	ARHGEF9	0.03816648	0.4125675	0.03091132	0.5041096	-0.07289726	0.2865478	-0.08327567	0.2276695	-0.1606559	0.2079416	-0.3823075	0.01043156	23229	FALSE
1420	1729	1729	Gene	1729	ENSG00000131504	DIAPH1	-0.002869906	0.9452422	0.002121036	0.9595136	0.1239098	0.07773547	0.166244	0.02532401	-0.04203893	0.632751	-0.05297158	0.5486394	1729	FALSE
1425	90627	90627	Gene	90627	ENSG00000133121	STARD13	-0.1565177	0.01474844	-0.231862	0.001587371	-0.2168755	0.03662468	-0.1642742	0.09679695	-0.1670608	0.3679898	-0.514386	0.01719826	90627	FALSE
1427	10451	10451	Gene	10451	ENSG00000134215	VAV3	-0.001623882	0.9748757	-0.03308286	0.5259954	-0.04253912	0.4478052	-0.04581512	0.4147926	0.0311645	0.648238	-0.1510037	0.04824259	10451	FALSE
1428	55143	55143	Gene	55143	ENSG00000134690	CDCA8	0.03842332	0.6755261	0.08380185	0.3701357	-0.1840238	0.2712077	-0.3575626	0.04814368	-0.0333754	0.800963	0.1419675	0.2981407	55143	FALSE
1429	9743	9743	Gene	9743	ENSG00000134909	ARHGAP32	0.1556388	0.05497158	-0.04321662	0.5555872	-0.0836663	0.5062011	-0.2062944	0.1212279	-0.1520811	0.1348528	-0.2849497	0.01326271	9743	FALSE
1430	1783	1783	Gene	1783	ENSG00000135720	DYNC1LI2	-0.4903487	0.1336902	-1.565575	0.0005214954	0.7401804	0.01221762	0.6206362	0.02803123	-0.6056882	0.01069878	-1.186075	0.0001472594	1783	FALSE
1432	10006	10006	Gene	10006	ENSG00000136754	ABI1	0.01383385	0.7680189	0.06742707	0.1725647	0.02528572	0.7645386	0.09488876	0.2758465	0.1738894	0.1335119	0.383737	0.005459198	10006	FALSE
1435	7280	7280	Gene	7280	ENSG00000137267	TUBB2A	-0.03440927	0.4556397	-0.01169883	0.7969319	-0.04734709	0.5681996	-0.01134424	0.8903041	-0.05754696	0.6993053	0.6234533	0.001966782	7280	FALSE
1436	347733	347733	Gene	347733	ENSG00000137285	TUBB2B	0.03403249	0.5813297	0.3245489	0.0004056835	0.4024958	0.02248978	0.1713747	0.274052	0.08470831	0.2522327	0.2704657	0.003633117	347733	FALSE
1439	9411	9411	Gene	9411	ENSG00000137962	ARHGAP29	0.1574964	0.06417251	0.05139502	0.5085821	-0.291365	0.01297859	-0.2014924	0.06226706	-0.1153955	0.1473061	-0.07907798	0.3053505	9411	FALSE
1440	10097	10097	Gene	10097	ENSG00000138071	ACTR2	0.04016147	0.4098678	0.008502424	0.8588661	-0.1139141	0.05760728	-0.02648422	0.6265831	-0.1205056	0.1126265	-0.2237349	0.009844409	10097	FALSE
1449	10499	10499	Gene	10499	ENSG00000140396	NCOA2	-0.0566737	0.2551073	0.02001053	0.6778747	0.04624072	0.3913606	0.0282513	0.5958193	0.05859456	0.4844735	-0.3046476	0.004336445	10499	FALSE
1454	7409	7409	Gene	7409	ENSG00000141968	VAV1	-0.03258939	0.6447374	-0.01137052	0.8715012	0.3145512	0.0006521151	0.2686177	0.001890566	-0.04125726	0.8259117	-0.03718283	0.8428265	7409	FALSE
1458	11004	11004	Gene	11004	ENSG00000142945	KIF2C	0.1350337	0.05548357	0.06108883	0.3458558	-0.07462395	0.4180083	-0.2290814	0.02784291	0.0352907	0.7162367	0.2124124	0.05053757	11004	FALSE
1461	388	388	Gene	388	ENSG00000143878	RHOB	0.01605733	0.8633366	0.1593631	0.1126922	0.02170806	0.86728	0.06509616	0.6184501	0.05962002	0.5919426	0.5412498	0.0007123728	388	FALSE
1462	51143	51143	Gene	51143	ENSG00000144635	DYNC1LI1	-0.05260247	0.5282808	0.07474543	0.3756526	0.1507552	0.1690773	0.06753796	0.5204898	0.1808471	0.1754627	0.5244486	0.002128608	51143	FALSE
1463	1060	1060	Gene	1060	ENSG00000145241	CENPC	-0.02373464	0.7685373	-0.2664036	0.007835992	-0.4387089	0.001714606	-0.3962742	0.003257154	0.09034921	0.5058004	0.05974368	0.6576191	1060	FALSE
1464	10788	10788	Gene	10788	ENSG00000145703	IQGAP2	0.1132285	0.02677934	0.1285914	0.01492124	0.00418975	0.9647013	-0.102699	0.2930209	-0.01413895	0.9591996	-0.07247312	0.7935388	10788	FALSE
1465	23092	23092	Gene	23092	ENSG00000145819	ARHGAP26	0.04954845	0.5110507	-0.08453546	0.2730631	0.04100952	0.5972738	-0.03205656	0.6787047	-0.1447371	0.185375	-0.2673346	0.02664054	23092	FALSE
1470	1730	1730	Gene	1730	ENSG00000147202	DIAPH2	0.03289081	0.5732844	-0.03692757	0.5281384	-0.1713608	0.0362404	-0.1893874	0.02361022	-0.008408927	0.931257	-0.001263809	0.9896536	1730	FALSE
1474	79980	79980	Gene	79980	ENSG00000149636	DSN1	0.04003816	0.7053425	0.05429059	0.609386	0.2476817	0.007647945	0.1365061	0.09383205	0.1078584	0.4609456	0.005836708	0.9676618	79980	FALSE
1480	5903	5903	Gene	5903	ENSG00000153201	RANBP2	0.1556111	0.05096668	0.1167977	0.1254301	0.01090407	0.8786304	-0.03133599	0.6622623	0.0983969	0.3037276	-0.2125396	0.04302771	5903	FALSE
1481	25909	25909	Gene	25909	ENSG00000153207	AHCTF1	0.1209289	0.184581	0.1406239	0.1290813	0.1404931	0.4065717	0.1727532	0.3120563	0.06639179	0.748406	0.5042895	0.03336488	25909	FALSE
1482	84033	84033	Gene	84033	ENSG00000154358	OBSCN	-0.0338058	0.5671328	0.02385439	0.6849285	0.2622479	0.01687291	0.1245067	0.2003727	0.09706277	0.2734871	-0.08958556	0.3097299	84033	FALSE
1489	6396	6396	Gene	6396	ENSG00000157020	SEC13	0.06533229	0.1715226	0.004824144	0.9150416	-0.2037097	0.0177617	-0.1854969	0.02723286	-0.1664821	0.1080764	-0.3467266	0.004849981	6396	FALSE
1494	3017	3017	Gene	3017	ENSG00000158373	HIST1H2BD	0.008831132	0.8915215	0.02931756	0.6524773	0.1021245	0.4596966	-0.06560377	0.6317945	-0.02820781	0.8771459	0.5212781	0.01664398	3017	FALSE
1496	8365	8365	Gene	8365	ENSG00000158406	HIST1H4H	-0.1395865	0.3062177	0.1930313	0.1678379	0.01954028	0.835707	0.04497699	0.6348418	-0.05074093	0.6238108	0.6783782	8.32853e-05	8365	FALSE
1498	1780	1780	Gene	1780	ENSG00000158560	DYNC1I1	-0.1076891	0.05177402	-0.02155934	0.6642469	0.0607212	0.2451481	0.1656482	0.007656137	0.04699873	0.585775	-0.00653437	0.9390845	1780	FALSE
1500	29	29	Gene	29	ENSG00000159842	ABR	0.01264401	0.8018291	-0.0008768329	0.9860882	-0.06972214	0.4491518	-0.2008413	0.04787842	-0.01918392	0.8668911	0.06402251	0.5790488	29	FALSE
1507	29127	29127	Gene	29127	ENSG00000161800	RACGAP1	0.1219064	0.1274437	0.1444245	0.07790612	0.001409104	0.9805448	-0.07610578	0.20794	0.1153868	0.5702303	0.7686552	0.003538188	29127	FALSE
1509	10092	10092	Gene	10092	ENSG00000162704	ARPC5	0.01166142	0.8561961	0.04343913	0.5048013	-0.1009883	0.3796087	-0.2023198	0.09649259	-0.02391048	0.8152669	-0.2479509	0.0343279	10092	FALSE
1511	9938	9938	Gene	9938	ENSG00000163219	ARHGAP25	0.009805032	0.7775778	0.004036192	0.9072523	-0.0009181453	0.9879241	0.07111882	0.2581422	-0.3183115	0.001856205	-0.5591688	3.27382e-05	9938	FALSE
1512	6280	6280	Gene	6280	ENSG00000163220	S100A9	-0.07215337	0.4208575	0.2940142	0.007446832	-0.07838119	0.2806678	0.06969014	0.3342741	0.03930567	0.8802359	-0.157282	0.5504993	6280	FALSE
1513	10109	10109	Gene	10109	ENSG00000163466	ARPC2	-0.0262665	0.5424256	-0.0798592	0.08643144	0.04917354	0.4077805	0.03648804	0.5355885	-0.05111823	0.3621872	-0.2118847	0.003259594	10109	FALSE
1516	50650	50650	Gene	50650	ENSG00000163947	ARHGEF3	-0.05714044	0.684803	-0.1721988	0.2381163	-0.07758795	0.6740355	0.02228587	0.9034023	-0.09980946	0.2032623	-0.4835672	9.739424e-05	50650	FALSE
1518	4085	4085	Gene	4085	ENSG00000164109	MAD2L1	0.1094631	0.01865648	0.2340726	0.0001748902	0.1979884	0.09566187	0.2313523	0.05746354	0.6391797	0.04255261	0.6053187	0.05219376	4085	FALSE
1520	10395	10395	Gene	10395	ENSG00000164741	DLC1	-0.2178693	0.03407588	-0.475396	0.0004091935	0.1110454	0.2207407	0.1944131	0.04616332	0.07896975	0.3816079	0.01863026	0.8329965	10395	FALSE
1523	55701	55701	Gene	55701	ENSG00000165801	ARHGEF40	0.1006329	0.0806264	0.0496075	0.3573081	-0.05413501	0.37118	-0.02879314	0.6288895	0.07950176	0.3308375	0.2186233	0.0199551	55701	FALSE
1525	55839	55839	Gene	55839	ENSG00000166451	CENPN	0.07098976	0.3042143	0.1147983	0.1119452	-0.08364142	0.1756113	-0.06075933	0.3138176	0.09538741	0.3551984	0.5148307	0.0005338446	55839	FALSE
1526	81565	81565	Gene	81565	ENSG00000166579	NDEL1	0.01471537	0.8788868	-0.09993301	0.3147973	-0.1361988	0.1700785	-0.2476951	0.02347441	0.08030362	0.5063919	0.08091676	0.5032346	81565	FALSE
1527	5347	5347	Gene	5347	ENSG00000166851	PLK1	-0.04087029	0.641766	0.2038532	0.03988571	-0.02023813	0.9107336	-0.08444828	0.6418184	0.02976731	0.7111608	0.03454252	0.6678463	5347	FALSE
1528	7846	7846	Gene	7846	ENSG00000167552	TUBA1A	0.1542016	0.1559072	0.3083927	0.01280409	0.0343837	0.7501774	0.0862587	0.4311466	-0.04321076	0.7588005	-0.6980368	0.0006497898	7846	FALSE
1529	84790	84790	Gene	84790	ENSG00000167553	TUBA1C	0.04258803	0.4770213	0.07567598	0.2199503	0.1698435	0.0213788	0.09191726	0.1682921	-0.114476	0.2474417	-0.1107391	0.2620664	84790	FALSE
1533	367	367	Gene	367	ENSG00000169083	AR	-0.1045817	0.150559	-0.09375108	0.1925455	0.1848555	0.05470231	0.2436032	0.01713562	-0.3255725	0.04935785	-0.7344976	0.0006384441	367	FALSE
1534	5747	5747	Gene	5747	ENSG00000169398	PTK2	0.08444219	0.1845072	0.1513168	0.02994767	0.02658779	0.6728263	0.0536682	0.4010115	0.007571667	0.9279678	-0.5855635	5.368486e-05	5747	FALSE
1536	3799	3799	Gene	3799	ENSG00000170759	KIF5B	-0.1439463	0.03743624	-0.4378204	4.05839e-05	-0.03832503	0.6464888	0.03705347	0.6573338	-0.3226664	0.03284894	-0.6738084	0.0005306594	3799	FALSE
1537	11214	11214	Gene	11214	ENSG00000170776	AKAP13	-0.2663442	0.03102054	-0.6341564	0.0001847345	0.2888486	0.1663943	0.332593	0.1167739	-0.4479952	0.0217169	-0.6674842	0.002584868	11214	FALSE
1538	147179	147179	Gene	147179	ENSG00000171475	WIPF2	0.02274621	0.6175171	-0.1398978	0.01119577	-0.109705	0.2026625	-0.1983517	0.03422834	-0.1159306	0.1372633	0.167013	0.04339124	147179	FALSE
1544	55055	55055	Gene	55055	ENSG00000174442	ZWILCH	-0.06245078	0.3835636	-0.3011587	0.001684944	-0.1805833	0.2813837	-0.06442025	0.6925914	0.1317027	0.1993698	0.07908469	0.4269351	55055	FALSE
1545	64837	64837	Gene	64837	ENSG00000174996	KLC2	0.04823133	0.615908	-0.01169299	0.902532	0.1955332	0.01375369	0.0997765	0.1557856	0.2055428	0.02176645	0.1859779	0.03349757	64837	FALSE
1547	392	392	Gene	392	ENSG00000175220	ARHGAP1	-0.01083143	0.7744799	0.0287373	0.4535179	-0.008936254	0.8857257	-0.01741821	0.7797284	-0.005062832	0.9375269	-0.1657273	0.0271578	392	FALSE
1549	2810	2810	Gene	2810	ENSG00000175793	SFN	0.008058398	0.8635283	0.06335773	0.1978114	-0.05977116	0.4950656	-0.1039217	0.2471944	0.1548572	0.1041982	0.2334464	0.02352092	2810	FALSE
1550	10458	10458	Gene	10458	ENSG00000175866	BAIAP2	0.02181135	0.7100968	0.05125607	0.3907143	0.009274529	0.8799152	-0.1500142	0.03232959	-0.01902818	0.8697833	0.01104805	0.9241304	10458	FALSE
